id	label	premise	hipothesis
1401	Entailment	The boy and the girl are playing at outdoor gym	A boy and a girl are playing outside the gym
1402	Entailment	A man is shooting guns	A man is firing a gun
1403	Entailment	Some students in uniform are listening intently in front of the classroom	A group of students in uniform are listening intently in front of the class
1404	Entailment	The group of people are sitting on the edge of a rock and a scenic view is behind them.	The group of people are sitting on a ledge that is rocky and a scenic view is behind them.
1405	Entailment	A golden-haired dog is in the water	A dog with golden fur is in the water
1406	Entailment	Tap water is being drunk by a yellow dog	A yellow dog is drinking tap water
1407	Entailment	Two women are wearing bikinis and are walking on the sand	Two women are wearing bikinis on the sandy beach
1408	Entailment	A man is playing a guitar	A guitar is being played by a man
1409	Entailment	A lady is cutting meat into pieces	Meat is being minced to pieces by a woman
1410	Entailment	A black and white dog is playing with a wrecked volleyball in a brown field.	A black and white dog is playing with a withered volleyball
1411	Entailment	A woman is peeling a potato	The lady is peeling the potato
1412	Entailment	A big green ball is dropping a potato	A large ball of green color is hitting a potato
1413	Entailment	Some people are going through the snow landscape which is beautiful and snowy	Some people are walking through the snow of a beautiful snowy landscape.
1414	Entailment	A woman is cutting meat into pieces	Meat is being minced to pieces by a woman
1415	Entailment	The man in the purple hat is operating a camera that makes videos	A man in a purple-dyed hat is operating a camera that makes videos.
1416	Entailment	A wee boy in a shirt, who is yellow, is laughing at the beach	A small boy is wearing a yellow tank top and is laughing
1417	Entailment	Someone is scratching an animal&#39;s belly	Someone is caressing an animal&#39;s belly
1418	Entailment	Three boys are jumping in the leaves	Three kids are jumping on the leaves
1419	Entailment	A man is eating some food	A man is eating food
1420	Entailment	The flute is being played by a man	A flute is being played by a man
1421	Entailment	Two young boys are wearing hats and sticking their colored tongues out	Two young children are wearing hats and showing their colorful tongues
1422	Entailment	A surfer is riding the wave	The wave is being surfed by the surfer
1423	Entailment	One boy in orange shorts is standing on a rock cliff over the water and the other boy in black shorts is diving into the water.	One boy in orange shorts is standing on a rock cliff above the water and the other boy in black shorts is jumping from there into the water.
1424	Entailment	Small boy is wearing a yellow tank top and is laughing	A small boy is wearing a yellow tank top and is laughing
1425	Entailment	A man is riding a mechanical bull.	The man is riding a bull who is mechanical
1426	Entailment	Some food is being prepared by a chef	A chef is preparing some food
1427	Entailment	Woman is slowly adding sugar to meat	The woman is adding sugar to the meat
1428	Entailment	The woman is slicing cooked octopus	The woman is cutting cooked octopus
1429	Entailment	A middle-aged man and woman are riding bicycles along a road beside the water.	A middle-aged man and woman are riding a bicycle along a road near the water.
1430	Entailment	A man is fitting a silencer into a pistol	A man is fixing a silencer for a gun
1431	Entailment	A woman is driving a car and is talking to the man who is sitting next to her	Woman and man are motoring
1432	Entailment	A small boy with a bib is watching the camera	A young bib boy is watching the camera
1433	Entailment	A person playing soccer is wearing black armbands	A soccer player is wearing black armbands
1434	Entailment	A dog is standing on one leg and is waiting for a soccer ball	A dog is standing on one leg and is waiting for the ball
1435	Entailment	A surfer is leaning against a surfboard	The surfer is leaning against a surfboard
1436	Entailment	A bird is fiercely flapping its wings in the water	A bird is flapping its wings in the water
1437	Entailment	Dogs are competing on a track.	The dogs are running on a path
1438	Entailment	A person is carelessly putting meat in a sautese	A person is putting meat in a sautese
1439	Entailment	Three men are jumping from a high wall	Three men are jumping off a wall
1440	Entailment	Two dogs are playing outdoors	Two animals are playing outside
1441	Entailment	A woman is playing the flute	The flute is being played by a woman
1442	Entailment	A tree is being cut by a man with an ax	A man is felling a tree with an ax.
1443	Entailment	A man is singing a song and playing guitar	A man is singing and playing the guitar
1444	Entailment	A white dog is wearing a Christmas reindeer tiara and is playing with a brown-haired dog in the grass.	The white dog wearing reindeer ears is near a brown dog
1445	Entailment	Two people wearing helmets are driving over white and yellow flowers	Two people wearing helmets are driving over yellow and white flowers
1446	Entailment	Two kids are playing in a pool with a green crocodile float	Two kids are playing in a pool with a green colored crocodile float
1447	Entailment	A man is cutting a bread	A man is slicing a bread
1448	Entailment	Water is being drunk by a soccer player sitting on the field	A man is sitting on the grass and drinking water from a bottle.
1449	Entailment	The guitar is being played by a girl	The person is practicing playing the guitar
1450	Entailment	A white car is being driven by a man	A man&#39;s white car is being taken
1451	Entailment	The dog is walking along a bridge made by a trunk over the water	A river is being crossed by a dog on a bridge made of a fallen tree.
1452	Entailment	The animal with big eyes is ravenously eating	The animal with big eyes is eating
1453	Entailment	A woman in jeans is sitting in the saddle of a horse	A person wearing jeans is sitting on top of a horse saddle
1454	Entailment	Pasta is being boiled in water by a woman	One person is boiling pasta
1455	Entailment	A man is pouring oil into a frying pan	A man is pouring oil into a sautese
1456	Entailment	People are singing	A group of people are singing
1457	Entailment	Four people are walking along a city sidewalk and the one in the green hat is talking on a cellphone	A group of people are walking down the street and a person in a hat is on the phone
1458	Entailment	Two men are standing near the water and are holding fishing rods	Two men are standing near the water and are holding fishing tools
1459	Entailment	A surfer is surfing on the wave.	A surfer is riding the wave
1460	Entailment	People wearing costumes are gathering in a forest and are looking in the same direction.	Masked people are looking in the same direction in a forest
1461	Entailment	Someone is cutting a tomato	The lady is slicing a tomato
1462	Entailment	A flute is being played by a man	The flute is being played by a man
1463	Entailment	Runners are competing in a race.	Some runners are competing in a race.
1464	Entailment	Military officer is shouting at recruits	An officer is talking to the recruits
1465	Entailment	A woman is talking loudly on her cell phone and is keeping a purse and a yellow bag on the nearby ledge	A woman is talking on her cell phone and keeping a purse and a yellow bag on the railing nearby.
1466	Entailment	A man is using a sledgehammer to break a concrete block that is in another man.	A man is breaking a concrete slab with a sledgehammer
