id	label	premise	hipothesis
1162	4.5	Snowboarder is boldly jumping over white snow	Snowboarder is jumping over from white snow.
1163	4.4	A rabbit is playing with a stuffed rabbit	A rabbit is playing with a toy rabbit
1164	4.5	A girl is wearing a pink shirt that has white writing and is lying on the grass	A pink shirt with white writing is being worn by a girl lying on the grass
1165	4.8	A woman is slicing an eggplant	An eggplant is being sliced by a woman
1166	4.3	A woman is slicing an eggplant	A woman is slicing a vegetable
1167	4.5	Two animals are running through the park	Two dogs are running fast through a park
1168	4.9	A man on a motorcycle is around the corner	A man on a motorcycle is turning a corner
1169	4.3	A small girl is playing a grand piano on stage	A girl is playing the piano
1170	4.5	The person is writing with a pencil	A person is writing
1171	4.1	A family is watching a small boy who is hitting a baseball	A child is hitting a baseball
1172	5.0	A man is playing the guitar	A guitar is being played by a man
1173	4.9	The man is climbing up a rope	A man is climbing upwards on a rope.
1174	4.6	The men are having a conversation	The men are talking
1175	4.3	The squirrel is running in circles.	An animal is running in circles.
1176	4.6	A man is slicing potatoes	A potato is being sliced by man
1177	4.6	A boy is looking closely at the calendar	A boy is looking at a calendar
1178	4.4	The brown dog is jumping in the air	The brown animal is jumping in the air
1179	4.8	One boy is jumping off a platform and two other boys are standing and staring at him.	One boy is jumping off a platform and two other boys are standing and watching
1180	4.4	Two dogs are fighting for a frisbee in a lake	Two brown dogs are playing with a frisbee in the water
1181	4.9	A man is cleaning the rim of a bowl	A man is cleaning the rim of the bowl
1182	4.9	A lady is being kissed by a man	A woman is being kissed by a man
1183	4.9	A cat&#39;s hair is being combed by a person	A person is combing a cat&#39;s fur
1184	4.7	A man is performing a trick on a green bike	A man is doing tricks on a green bike
1185	5.0	A frog is being handled by the woman	The woman is thumbing a frog
1186	4.6	A girl is combing her hair	A girl is combing her hair
1187	5.0	A woman is peeling a potato	The woman is peeling a potato
1188	4.9	The person is riding a motorcycle on a sandy track	The person is driving a motorcycle on a sand trail
1189	4.7	A black dog is jumping from a rock in a pond	A black dog is jumping from a dock to a pond
1190	4.4	A woman is slicing a green pepper	The woman with a knife is slicing a pepper
1191	4.1	Two people are walking with loaded baskets and colorful blankets.	Two people are walking with loaded baskets and blankets.
1192	5.0	A woman is grating carrots	Carrots are being grated by a woman
1193	4.9	A soccer player is being pushed by his opponent	An opponent is attacking a soccer player
1194	5.0	The dark-skinned man is on one hand in front of a yellow building	The dark-skinned man is standing on one hand in front of a yellow building
1195	4.9	A man with a hard hat is dancing	The man with a hard hat is dancing
1196	5.0	The black dog is playing with the brown dog in the sand	A brown dog and a black dog are playing in the sand
1197	4.7	A cowgirl is riding a horse and surrounding a barrel	A cowgirl is riding a brown horse and is turning around in a barrel
1198	4.9	A man is sitting on a train and resting his hand against his face.	The man is sitting on the train and rests his hand against his face
1199	4.8	Five kids are standing in front of a log cabin	Five kids are standing in front of a wooden cabin
1200	4.2	A dirty caramel dog is rolling in the dirt and looking straight into the camera.	A dog is rolling on the floor
1201	4.7	A black dog on a leash is walking in the water.	A leash dog is walking in the water
1202	4.8	Five kids are standing in front of a wooden cabin	Five kids are standing in front of a log cabin
1203	4.9	The guitar is being played by the man	The guitar is being played by a man
1204	4.4	The puppy is playing with a plastic container	The dog is playing with a plastic container
1205	5.0	A brown dog and a black dog are playing in the sand	The black dog is playing with the brown dog in the sand
1206	4.9	Two little kids are playing with a toy car on the street.	Two little children are playing with a toy car on the street.
1207	4.9	A plane is taking off	An aircraft is taking off
1208	4.8	A tanned child is looking at the camera	A tanned child is looking at the camera
1209	4.9	A person is peeling an onion	The person is peeling an onion
1210	4.9	A young boy in the blue shirt is jumping in the water	Young boy in a blue shirt is jumping into the water
1211	4.5	The man and the woman are walking	The man and the woman are walking
1212	4.4	The man is erasing another man&#39;s work from the panel.	The man is erasing another man&#39;s work on the blackboard
1213	5.0	A cat is playing with a watermelon	The cat is playing with a watermelon
1214	4.9	Two kids are peering over a rusty ledge	Two kids are looking over a rusty railing
1215	4.7	A group of dogs bred for running are wearing striped uniforms and are running along the way.	A group of race dogs are wearing striped uniforms and are running down the track.
1216	4.3	A woman is peeling a potato	A woman is peeling food
1217	4.9	A woman is slicing potatoes	Potatoes are being sliced by a woman
1218	4.4	A horse and rider are jumping fast over a barrier	A horse and his rider are jumping over a barrier
1219	4.2	A young girl in blue leotard is jumping in the air	A young girl in blue is jumping in the air
1220	4.4	A man is eating a pizza	Some food is being eaten by a man
1221	5.0	A man in a purple-dyed shirt is looking at a man in a black shirt who is making a face that looks funny	A man in a dyed purple shirt is looking at the man in the black shirt who is making a funny face
1222	5.0	A man is leading the race	Some man is leading the race
1223	5.0	A white dog is standing in the leaves on the ground.	A white dog is standing on the leaves on the ground.
1224	4.8	A man is reading the email	A person is reading the email
1225	4.6	A brown dog and a gray dog are playing in the snow.	Two dogs are playing in the snow
1226	4.7	The crowd is watching two race cars that are leaving the starting line	A crowd is watching two racing cars that are leaving the starting line
1227	4.6	Some liquid is being poured into a frying pan by a man.	The man is pouring liquid into a pan
1228	4.9	A blond boy is sliding down a sand dune on a skateboard	A blond boy is sliding down sand dune on a skateboard
1229	4.9	A person in a blue jacket is jumping from a high cement wall.	A person in a blue jacket is jumping off a tall concrete wall
1230	4.4	A woman is slicing garlic	A woman is chopping garlic
1231	3.5	A boat sail is being reflected by the peaceful water.	A boat is calmly sailing on the water.
1232	4.9	A small boy is jumping in a puddle on the street.	A small boy is jumping in a puddle in the street
1233	4.2	A person is absently cutting mushrooms with a knife	A person is cutting some mushrooms
1234	4.9	A woman is catching and holding a baby kangaroo in her arms.	A woman is catching and holding a kangaroo baby
1235	4.7	A person with a red hooded top and a black backpack is walking next to a rocky wall.	A person in a red hooded jacket and a black backpack is moving near a rocky wall.
1236	4.9	A tiger cub is playing with a ball	A baby tiger is playing with a ball
1237	5.0	A person who is snowboarding is jumping in the air.	Snowboarder jumps in the air
1238	4.8	The bride and groom are leaving after the wedding	The bride and groom are leaving after the wedding
1239	4.9	Some onions are being cut by one person	A person is slicing some onions
1240	4.1	A boy is standing in the cold water	A boy is standing in the water
1241	3.8	An oriental man and two women are staring at a camera.	A group of people are standing together and looking at camera.
1242	4.9	A wet boy is happily jumping on the dirty wet grass	A wet boy is jumping across the dirty wet grass
1243	4.6	A woman is sitting and looking at the waterfall	A woman is sitting and looking at a waterfall
1244	4.9	A young child is riding a bicycle on a bumpy dirt path	A young child is riding a bicycle on a bumpy dirt track
1245	4.3	A woman is showing a puppy to a child	A woman is showing a wee dog to a child
1246	4.7	The man is eating a banana near a tree.	A banana is being eaten by a man
1247	4.2	A black dog is jumping from a rock in a pond	A black animal is jumping from a dock to the water
1248	4.0	A man and a woman are eating happily	A man and a woman are eating.
1249	4.9	A person is pouring olive oil into a pan on the stove	A person is pouring oil made with olives into a pan on the stove
